40  151 9.4 10.2 1.5 0.02 0.01
-0.793273  -0.79166  -0.790056  -0.788461  -0.786876  -0.785299  -0.783732  -0.782173  -0.780624  -0.779083  -0.777551  -0.776027  -0.774512  -0.773006  -0.771508  -0.770018  -0.768537  -0.767063  -0.765598  -0.764141  -0.762692  -0.761251  -0.759818  -0.758393  -0.756975  -0.755565  -0.754162  -0.752767  -0.75138  -0.75  -0.998643  -0.997294  -0.995953  -0.994618  -0.993291  -0.991971  -0.990659  -0.989353  -0.988054  -0.986763  
-0.793274  -0.791661  -0.790057  -0.788463  -0.786877  -0.785301  -0.783733  -0.782175  -0.780625  -0.779084  -0.777552  -0.776029  -0.774514  -0.773007  -0.771509  -0.77002  -0.768538  -0.767065  -0.7656  -0.764143  -0.762694  -0.761253  -0.759819  -0.758394  -0.756976  -0.755566  -0.754164  -0.752769  -0.751381  -0.842033  -0.962618  -0.997296  -0.995954  -0.99462  -0.993293  -0.991973  -0.99066  -0.989354  -0.988056  -0.987263  
-0.793276  -0.791663  -0.790059  -0.788464  -0.786879  -0.785302  -0.783735  -0.782176  -0.780627  -0.779086  -0.777554  -0.77603  -0.774515  -0.773009  -0.771511  -0.770021  -0.76854  -0.767066  -0.765601  -0.764144  -0.762695  -0.761254  -0.759821  -0.758395  -0.756978  -0.755568  -0.754165  -0.75277  -0.784295  -0.873204  -0.959253  -0.992586  -0.995955  -0.994621  -0.993294  -0.991974  -0.990661  -0.989356  -0.98825  -0.987503  
-0.793277  -0.791664  -0.79006  -0.788466  -0.78688  -0.785304  -0.783736  -0.782178  -0.780628  -0.779087  -0.777555  -0.776032  -0.774517  -0.77301  -0.771512  -0.770023  -0.768541  -0.767068  -0.765603  -0.764146  -0.762697  -0.761256  -0.759822  -0.758397  -0.756979  -0.755569  -0.754166  -0.764406  -0.811781  -0.892331  -0.960364  -0.989846  -0.995348  -0.994622  -0.993295  -0.991975  -0.990663  -0.989432  -0.988438  -0.987644  
-0.793278  -0.791666  -0.790062  -0.788467  -0.786882  -0.785305  -0.783738  -0.782179  -0.78063  -0.779089  -0.777557  -0.776033  -0.774518  -0.773012  -0.771514  -0.770024  -0.768543  -0.767069  -0.765604  -0.764147  -0.762698  -0.761257  -0.759824  -0.758398  -0.75698  -0.75557  -0.75826  -0.779925  -0.834116  -0.906316  -0.962592  -0.988427  -0.994699  -0.994545  -0.993297  -0.991977  -0.990693  -0.989541  -0.988592  -0.987737  
-0.793279  -0.791667  -0.790064  -0.788469  -0.786883  -0.785307  -0.783739  -0.782181  -0.780631  -0.779091  -0.777558  -0.776035  -0.77452  -0.773013  -0.771515  -0.770025  -0.768544  -0.767071  -0.765606  -0.764149  -0.762699  -0.761258  -0.759825  -0.758399  -0.756982  -0.757008  -0.765755  -0.796227  -0.852656  -0.91735  -0.965105  -0.987783  -0.994169  -0.994424  -0.993288  -0.991989  -0.99075  -0.989658  -0.988717  -0.987802  
-0.79328  -0.791669  -0.790065  -0.788471  -0.786885  -0.785308  -0.783741  -0.782183  -0.780633  -0.779092  -0.77756  -0.776036  -0.774521  -0.773015  -0.771517  -0.770027  -0.768546  -0.767072  -0.765607  -0.76415  -0.762701  -0.76126  -0.759826  -0.758401  -0.757486  -0.76035  -0.775454  -0.812125  -0.868354  -0.926434  -0.967622  -0.9876  -0.993782  -0.994294  -0.993273  -0.992016  -0.990824  -0.98977  -0.988817  -0.987849  
-0.793281  -0.79167  -0.790067  -0.788472  -0.786887  -0.78531  -0.783743  -0.782184  -0.780634  -0.779094  -0.777561  -0.776038  -0.774523  -0.773016  -0.771518  -0.770028  -0.768547  -0.767074  -0.765608  -0.764151  -0.762702  -0.761261  -0.759828  -0.758578  -0.758907  -0.765493  -0.786424  -0.827166  -0.881851  -0.934112  -0.970033  -0.987696  -0.993519  -0.994174  -0.993259  -0.992056  -0.990907  -0.989873  -0.988899  -0.987885  
-0.793283  -0.791672  -0.790068  -0.788474  -0.786888  -0.785312  -0.783744  -0.782186  -0.780636  -0.779095  -0.777563  -0.776039  -0.774524  -0.773018  -0.77152  -0.77003  -0.768548  -0.767075  -0.76561  -0.764153  -0.762704  -0.761263  -0.759891  -0.759163  -0.76144  -0.772128  -0.798022  -0.841192  -0.893596  -0.94072  -0.972296  -0.98796  -0.993358  -0.994077  -0.993252  -0.992106  -0.990992  -0.989964  -0.988965  -0.987913  
-0.793284  -0.791673  -0.79007  -0.788475  -0.78689  -0.785313  -0.783746  -0.782187  -0.780637  -0.779097  -0.777564  -0.776041  -0.774526  -0.773019  -0.771521  -0.770031  -0.76855  -0.767076  -0.765611  -0.764154  -0.762705  -0.761285  -0.760127  -0.760349  -0.765114  -0.77991  -0.809821  -0.854179  -0.90391  -0.946478  -0.974401  -0.988326  -0.993277  -0.994006  -0.993255  -0.992161  -0.991075  -0.990045  -0.98902  -0.987935  
-0.793285  -0.791675  -0.790071  -0.788477  -0.786891  -0.785315  -0.783747  -0.782189  -0.780639  -0.779098  -0.777566  -0.776042  -0.774527  -0.773021  -0.771523  -0.770033  -0.768551  -0.767078  -0.765613  -0.764156  -0.762714  -0.761379  -0.760661  -0.762259  -0.769855  -0.788523  -0.821536  -0.866156  -0.913031  -0.951543  -0.976346  -0.98875  -0.993258  -0.993963  -0.993269  -0.992221  -0.991154  -0.990117  -0.989066  -0.987953  
